,Vs_min,Vs_mean,Vs_max,Vs_std
5415,1372.7799,2379.1648,4021.8118,474.6043
5416,1071.4286,2686.212,4500.0,559.83435
5417,1080.3916,2341.0642,4322.556,475.02475
5418,1071.4286,2411.4026,4500.0,510.76254
5419,1627.2838,2888.5876,4500.0,429.8921
5420,1239.7856,2774.5964,4500.0,610.0663
5421,1143.5425,2627.888,4187.3276,443.65616
5422,1071.4286,2601.4285,4500.0,656.38794
5423,1284.5308,2596.2275,4326.447,500.2614
5424,1114.6221,2717.5251,4500.0,411.04837
5425,1412.3218,2571.916,4500.0,545.48395
5426,1071.4286,2433.0198,4350.404,447.34286
5427,1724.246,2621.8564,4263.2944,356.94833
5428,1071.4286,2375.2512,4500.0,492.1784
5429,1158.3015,2830.407,4500.0,552.0097
5430,1108.8062,2163.1587,4440.475,427.2343
5431,1297.7819,2349.0615,4026.3833,550.46295
5432,1177.6373,1932.9156,3619.3176,332.32556
5433,1355.3726,2635.7148,4500.0,507.53552
5434,1244.8304,2447.03,4500.0,560.3413
5435,1233.6912,2367.615,4132.202,464.59433
5436,1071.4286,2640.8933,4500.0,599.6165
5437,1387.3015,2569.5186,4500.0,379.61655
5438,1071.4286,2850.0894,4500.0,604.75885
5439,1071.4286,2574.1472,4343.4106,487.78598
5440,1095.7561,2192.8735,4478.531,525.2777
5441,1275.8651,2624.0066,4500.0,471.07416
5442,1227.8579,2297.396,3580.9548,339.4774
5443,1071.4286,2053.3198,4314.899,426.52942
5444,1071.4286,2368.746,4101.916,450.89484
5445,1071.4286,2438.7632,4500.0,593.4315
5446,1071.4286,2691.587,4500.0,807.64014
5447,1817.5494,2552.24,4500.0,513.538
5448,1774.4946,3002.9336,4500.0,443.52048
5449,1071.4286,2516.9287,4500.0,608.8858
5450,1071.4286,2517.632,4500.0,560.2435
5451,1175.0983,2137.2202,3739.3972,369.4664
5452,1238.3568,2687.8394,4500.0,594.45404
5453,1112.2133,2533.111,4500.0,585.29156
5454,1071.4286,2563.452,4500.0,560.39874
5455,1071.4286,2301.7222,3797.8213,390.53925
5456,1612.3696,2921.0964,4500.0,497.29755
5457,1856.3212,2736.1252,4321.603,368.45837
5458,1072.118,2790.1138,4500.0,528.1723
5459,2146.6108,3013.8657,4263.7144,271.60162
5460,1184.4313,2303.5398,3972.7307,442.86618
5461,1071.4286,2461.8445,4500.0,532.17847
5462,1071.4286,2197.1257,4500.0,556.2559
5463,1198.3096,2683.8389,4500.0,566.75867
5464,1071.4286,2095.372,4039.61,478.77243
5465,1283.3455,2364.3823,3944.785,371.56918
5466,1643.4883,2430.3706,4500.0,422.07983
5467,1094.1293,2659.1682,4500.0,455.25436
5468,1527.8828,2829.9546,4500.0,570.55634
5469,1213.328,2148.2627,4421.6123,450.98563
5470,1071.4286,2631.5918,4500.0,619.85516
5471,1071.4286,2179.8162,4500.0,553.4566
5472,1197.7793,2518.7798,4057.8508,439.83694
5473,1071.4286,2373.973,4500.0,615.81165
5474,1071.4286,2357.034,4500.0,549.1824
5475,1560.4867,2400.0703,3648.425,311.18024
5476,1071.4286,2399.9333,4500.0,553.3654
5477,1368.2528,2621.3098,4500.0,554.7676
5478,1178.2899,2416.237,3820.4434,442.97382
5479,1071.4286,2635.0715,4500.0,603.68286
5480,1071.4286,2478.1787,4500.0,602.43335
5481,1478.0709,2649.502,4500.0,407.53207
5482,1527.0961,2194.4504,3424.9302,305.49796
5483,1071.4286,2255.6345,4500.0,561.7592
5484,1302.0731,2521.868,4500.0,414.51184
5485,2193.5308,2899.7705,4005.2917,244.86409
5486,1339.9078,2350.1575,4500.0,478.28763
5487,1237.3523,1855.3536,3462.1406,296.1887
5488,1071.4286,2748.032,4285.872,426.72137
5489,1071.4286,2302.7417,4500.0,538.1486
5490,1141.76,2489.0842,4410.2236,496.01044
5491,1071.4286,2366.5813,4500.0,531.07733
5492,1071.4286,2402.4045,4500.0,488.34634
5493,1071.4286,2704.987,4500.0,547.4647
5494,1071.4286,2561.9717,4500.0,550.6988
5495,1119.5908,2224.0603,3891.346,363.86456
5496,1241.0088,2727.2524,4500.0,589.24817
5497,2149.9949,2500.1472,3582.2097,203.8453
5498,1071.4286,2039.9996,3979.3862,397.7895
5499,1071.4286,2211.2876,3645.4653,367.94324
5500,1071.4286,2123.2366,4232.502,391.06146
5501,1149.4116,2153.4011,4301.0723,425.57828
5502,1695.1171,2612.904,4218.0737,348.8223
5503,1071.4286,2727.7246,4500.0,563.29285
5504,1436.0981,2612.2256,4500.0,483.6615
5505,1071.4286,2858.2156,4500.0,527.0353
5506,1155.0863,2384.9724,4500.0,445.57437
5507,1353.568,2370.7483,4500.0,503.98236
5508,1071.4286,2248.627,4500.0,446.22122
5509,1703.2122,2712.3567,4460.585,352.48904
5510,1143.0349,2742.9011,4500.0,520.38855
5511,1271.3359,2434.7568,4231.497,429.95172
5512,1235.6475,2450.9707,4157.33,509.35245
5513,1599.1241,2410.9875,4500.0,481.92612
5514,1071.4286,2222.1863,4316.1953,462.89365
5515,1071.4286,2483.5923,4500.0,602.2207
5516,1412.228,2873.1926,4003.8801,313.31448
5517,1542.1912,2844.2517,4500.0,434.17667
5518,1525.9476,3141.1113,4500.0,559.10223
5519,1071.4286,2381.2407,4500.0,622.843
5520,1308.0507,2551.1838,4359.028,461.7739
5521,1071.4286,2332.9592,4500.0,558.21094
5522,1170.8171,2661.8655,4500.0,511.1311
5523,1071.4286,2582.7717,4500.0,665.00244
5524,1071.4286,2173.7976,3955.6216,409.7786
5525,1106.343,2898.5945,4500.0,452.03064
5526,1071.4286,2587.7178,4500.0,625.3541
5527,1177.6029,2422.8206,4500.0,587.3648
5528,1071.4286,2801.542,4500.0,665.7641
5529,1071.4286,2335.8818,4500.0,657.8478
5530,1521.0605,2987.0574,4500.0,573.48114
5531,1697.9902,3041.8088,4500.0,387.03882
5532,1233.7247,2430.6335,4500.0,515.90704
5533,1171.6132,2566.732,4144.317,548.78345
5534,1690.821,2660.5188,4093.5415,392.62766
5535,1444.2885,2578.5366,4469.0205,406.83896
5536,1071.4286,2219.068,4500.0,468.95016
5537,1099.785,2493.2834,4378.7437,473.47522
5538,1071.4286,2432.5635,4491.419,514.5247
5539,1165.7625,2780.8625,4500.0,551.77985
5540,1422.0375,2887.309,4500.0,431.9579
5541,1071.4286,2449.2795,4500.0,639.01917
5542,1562.4434,2293.5793,4151.1035,293.2189
5543,1071.4286,2776.3699,4500.0,560.55316
5544,1128.5259,2296.86,3899.3308,437.3495
5545,1071.4286,1913.8616,3601.7385,369.00916
5546,1071.4286,2706.8884,4500.0,552.27704
5547,1071.4286,2253.1785,4500.0,660.62274
5548,1230.7954,2217.686,4500.0,411.79602
5549,1463.938,2382.6086,4373.7085,540.1472
5550,1071.4286,2579.8262,4500.0,544.50964
5551,1424.9733,2764.0474,4500.0,381.13828
5552,1356.4384,2807.1333,4500.0,390.86523
5553,1565.7258,2945.7454,4500.0,399.73547
5554,1071.4286,2240.471,4500.0,488.40256
5555,1195.1154,2533.2002,3826.8057,402.9177
5556,1219.3304,3087.2415,4500.0,514.13184
5557,1071.4286,1958.8717,3973.4019,362.63556
5558,1166.2463,2553.2012,4500.0,445.8439
5559,1229.6204,2736.9006,4500.0,612.48914
5560,1071.4286,2576.4517,4500.0,573.2528
5561,1071.4286,2290.4412,4154.249,438.32028
5562,1294.8505,2389.0466,4500.0,467.32053
5563,2139.096,2964.537,3958.6018,284.15332
5564,1071.4286,2345.1802,4404.6064,464.57782
5565,1318.3508,2744.541,4500.0,465.4396
5566,1071.4286,2364.0967,4500.0,518.4369
5567,1097.0519,2392.843,3895.348,521.1777
5568,1071.4286,2484.0876,4500.0,642.96814
5569,1418.5048,3038.0276,4500.0,435.17047
5570,1071.4286,2315.8306,4500.0,622.4625
5571,1114.4901,2645.5574,4500.0,445.46573
5572,1071.4286,2742.0527,4500.0,474.0555
5573,1077.4866,2568.5654,3969.9202,565.25
5574,1654.3126,2761.4746,4500.0,444.64655
5575,1071.4286,1993.2358,4500.0,646.1135
5576,1710.8988,2966.0625,4500.0,437.39148
5577,1071.4286,2611.9397,4500.0,572.0794
5578,1071.4286,2079.2388,3845.3796,427.6841
5579,1254.7644,2166.1926,4089.1975,357.25443
5580,1129.1664,2011.0604,3942.9373,448.9407
5581,1172.4071,2955.6213,4500.0,420.8532
5582,1323.7219,2524.0017,4500.0,499.66907
5583,1071.4286,2484.2466,4500.0,587.26953
5584,1071.4286,2760.183,4500.0,473.3101
5585,1188.3167,2421.2854,4500.0,433.09586
5586,1226.3832,2836.129,4500.0,531.37476
5587,1275.0475,2600.2534,4500.0,479.03235
5588,1071.4286,2201.5906,4500.0,605.73865
5589,1071.4286,2638.3716,4500.0,576.90137
5590,1071.4286,2312.1025,4244.277,473.26822
5591,1165.902,2422.4316,4500.0,459.8842
5592,1194.4019,2639.8926,4500.0,637.4992
5593,1081.0277,2877.8584,4500.0,593.5256
5594,1096.6582,2368.6506,4500.0,428.9734
5595,1100.4436,2582.5242,4500.0,546.89825
5596,1083.855,2567.6917,4500.0,566.8496
5597,1071.4286,2580.2693,4500.0,514.7515
5598,1071.4286,2551.857,4500.0,643.75665
5599,1099.384,2366.9104,4500.0,526.69385
5600,1071.4286,2217.734,3797.81,427.49338
5601,1071.4286,2422.4666,4144.7773,468.74887
5602,1141.6869,2593.8896,4500.0,462.03943
5603,1159.0874,1832.7798,3635.1484,334.24524
5604,1154.3673,2272.276,3993.5164,387.98102
5605,1071.4286,2656.2188,4500.0,517.0211
5606,1444.5033,2495.4958,4500.0,605.97327
5607,1071.4286,2617.3472,4500.0,595.87646
5608,1616.1617,1951.0408,3288.6194,254.56041
5609,1071.4286,2487.829,4500.0,502.99402
5610,1071.4286,2820.8093,4500.0,502.9654
5611,1745.1986,2975.5864,4500.0,464.11798
5612,1071.4286,2569.287,4500.0,583.31744
5613,1071.6245,2511.3152,4500.0,498.34448
5614,1071.4286,2437.8137,4500.0,593.9385
5615,1155.9861,2487.2444,4491.6855,440.67014
5616,1262.7035,2709.5317,4500.0,613.5525
5617,1071.4286,2304.3313,4500.0,491.7444
5618,1320.114,2581.4321,4500.0,686.0024
5619,1432.3262,2645.2214,4500.0,587.35205
5620,1195.5194,2559.1719,4500.0,445.84482
5621,1071.4286,2542.0334,4500.0,550.8883
5622,1218.0964,2543.5857,4500.0,516.7264
5623,1071.4286,2479.4214,4500.0,542.99725
5624,1071.4286,2319.4585,4500.0,575.1991
5625,1180.078,2762.467,4493.7676,448.3931
5626,1471.8048,2633.4333,4500.0,519.22394
5627,1251.8146,2810.9768,4500.0,378.41705
5628,1071.4286,2537.3499,4500.0,592.2584
5629,1071.4286,2390.225,4500.0,458.93732
5630,1358.2948,2398.385,4500.0,497.27322
5631,1071.4286,2638.7588,4467.8315,373.4385
5632,1071.4286,2177.4841,3529.8452,399.6167
5633,1443.5896,2967.3655,4500.0,486.29147
5634,1071.4286,2978.098,4500.0,696.3005
5635,1418.545,2672.8013,4206.648,433.15903
5636,1071.4286,2913.4666,4500.0,568.18854
5637,1071.4286,2118.4258,4500.0,490.7089
5638,1269.2821,1901.1024,3454.1401,288.9772
5639,1071.4286,2255.2437,4500.0,500.35718
5640,1973.0566,2862.687,4500.0,309.97308
5641,1297.3097,2025.0214,3834.3064,328.54773
5642,1504.6819,2784.2578,4500.0,466.9839
5643,1071.4286,2462.1956,4485.1846,557.318
5644,1365.3627,2906.071,4500.0,503.30197
5645,1361.2189,2089.7432,3680.646,313.2479
5646,1071.4286,2132.8257,4152.3677,402.50937
5647,1071.4286,2486.041,4500.0,610.87604
5648,1948.4905,2848.3442,4500.0,379.7365
5649,1071.4286,2648.0938,4500.0,404.4483
5650,1071.4286,2347.928,4500.0,657.2728
5651,1086.1304,2300.349,4500.0,561.1582
5652,1518.7244,2617.7666,4500.0,427.95795
5653,1129.827,2241.3625,4140.072,469.37595
5654,1254.4335,2732.5496,4500.0,432.8494
5655,2843.496,3024.2622,3831.1091,144.36176
5656,1137.4908,2816.3735,4500.0,597.3575
5657,1071.4286,2659.2698,4500.0,489.85397
5658,1190.326,2440.7463,4157.2427,388.60413
5659,1197.158,2723.7249,4500.0,540.1536
5660,1071.4286,1990.3466,3407.2366,371.57104
5661,1081.6226,2515.567,4311.616,498.8009
5662,1155.5393,2911.852,4500.0,336.82455
5663,1681.3107,2761.1594,3870.593,362.48892
5664,1071.4286,2438.8906,4500.0,661.53217
5665,1188.314,2165.9236,4500.0,493.3227
5666,1071.4286,2173.1711,4363.2554,404.48062
5667,1209.839,2497.6912,4397.244,399.7244
5668,1071.4286,2522.8186,4500.0,557.90924
5669,3000.2935,3184.5122,3920.5,132.10333
5670,1127.5731,2830.6655,4500.0,518.52716
5671,1434.413,2898.3965,4500.0,426.789
5672,1357.3904,2282.407,3781.8882,360.64005
5673,1257.2876,2392.4321,4316.7886,385.77567
5674,1071.4286,2298.5808,4500.0,660.6677
5675,1124.6597,2294.6765,4251.8027,365.9523
5676,1205.2917,2595.468,4265.047,532.2245
5677,1108.6617,2366.0325,4500.0,517.17194
5678,1071.4286,2464.96,4500.0,498.87033
5679,1071.4286,2638.2876,4500.0,577.6297
5680,1196.8256,2628.5198,4500.0,480.51547
5681,1071.4286,2431.018,4500.0,569.0797
5682,1324.2379,2274.3323,3691.1355,349.0981
5683,1200.6041,2517.729,4500.0,595.6395
5684,1071.4286,2576.2078,4419.916,480.53452
5685,1338.9865,2624.9568,4424.3174,467.21603
5686,1414.8418,2533.1367,4500.0,398.7473
5687,1277.314,2347.69,4500.0,454.14667
5688,1097.1356,2398.6418,4264.495,499.36972
5689,1142.4069,2653.3745,4500.0,543.0236
5690,1213.9717,2537.144,4500.0,520.2106
5691,1071.4286,2655.5364,4500.0,513.3871
5692,1138.1913,2931.2268,4500.0,463.1106
5693,1071.4286,2311.6443,4457.3896,494.87247
5694,1071.4286,2616.0022,4500.0,468.99933
5695,1405.7797,2955.2625,4417.2705,372.2769
5696,1116.3856,2486.2734,4237.721,319.98196
5697,1071.4286,2570.1997,4500.0,464.60098
5698,1071.4286,2580.9944,4500.0,482.8376
5699,1081.9478,2791.8726,4500.0,557.1944
5700,1080.8954,2745.2507,4500.0,531.176
5701,1522.7181,2334.151,3774.097,321.146
5702,1471.3799,2703.4917,4500.0,477.46313
5703,1071.4286,1930.3414,3915.1082,433.20114
5704,1094.0723,2428.507,4500.0,587.8783
5705,1317.4044,2285.168,4500.0,476.2225
5706,1569.7598,2696.705,4500.0,460.15952
5707,1077.8939,2909.8274,4500.0,497.3076
5708,1071.4286,2399.8933,4500.0,558.55536
5709,1168.012,2561.9204,4500.0,533.5615
5710,1071.4286,2636.7332,4500.0,418.7947
5711,1384.9034,2644.4749,4500.0,419.3882
5712,1071.4286,2497.8083,4500.0,643.5344
5713,1071.4286,2604.3174,4500.0,543.0277
5714,1397.607,2670.8867,4500.0,426.6116
5715,1071.4286,2295.0151,4500.0,452.3938
5716,1293.2325,2685.721,4489.9473,468.51035
5717,1163.2765,2308.02,4500.0,605.9899
5718,1530.5433,2921.093,4500.0,534.25934
5719,1291.4177,2742.03,4500.0,550.3466
5720,1085.6334,2605.4727,4500.0,593.73425
5721,1071.4286,2512.0942,4422.8936,404.70657
5722,2159.7253,2650.9285,3674.3252,219.85483
5723,1114.3617,2394.7292,4500.0,535.38684
5724,1071.4286,2022.7157,4332.9243,428.45175
5725,1071.4286,2239.1035,4480.7183,501.1598
5726,1135.8486,2285.3887,4500.0,554.16766
5727,1071.4286,1894.6808,4500.0,591.86884
5728,1071.4286,2498.061,4500.0,558.0408
5729,1071.4286,2466.397,4500.0,711.54816
5730,1071.4286,2463.159,4116.597,681.70264
5731,1071.4286,2396.4563,4428.533,436.80106
5732,1071.4286,2369.7292,4500.0,479.70767
5733,1071.4286,2434.2756,4128.372,400.0473
5734,1368.7877,2825.3787,4500.0,555.91156
5735,1071.4286,2493.8428,4500.0,453.7307
5736,1212.0603,2351.488,4160.781,378.02475
5737,1137.164,1973.4833,3736.459,376.7839
5738,1346.6384,2549.1733,4455.2715,449.16525
5739,1289.9254,2288.3586,3733.669,418.72336
5740,1346.632,2578.9312,4500.0,494.75845
5741,1103.5548,2521.3474,4500.0,495.0876
5742,1071.4286,2532.78,4500.0,531.22705
5743,1392.7859,2859.4324,4500.0,421.74893
5744,1369.0137,2590.2412,4500.0,476.2259
5745,1071.4286,1858.4972,4330.695,548.9163
5746,1481.8406,2849.1675,4500.0,423.73206
5747,1745.376,3027.7356,4500.0,444.72113
5748,1100.7799,2636.6926,4500.0,525.357
5749,1337.9554,2823.6267,4500.0,429.7199
5750,1099.3541,2579.3264,4500.0,627.8683
5751,1071.4286,2185.139,4500.0,499.88785
5752,1071.4286,2160.0454,4500.0,578.65546
5753,1584.0281,3059.2134,4500.0,428.6228
5754,1163.407,2372.6077,4038.9622,357.31393
5755,1306.2974,2443.3179,4143.3154,525.1753
5756,1399.3248,2816.733,4334.4355,422.6506
5757,1079.5479,2419.2383,4500.0,549.3533
5758,1246.5248,2565.3167,3875.9775,504.80862
5759,1286.271,3012.11,4500.0,656.98224
5760,1071.4286,2863.5122,4500.0,641.6147
5761,1071.4286,2413.4307,4500.0,667.9926
5762,1071.4286,2614.6772,4500.0,676.7427
5763,1901.6583,2894.8342,4500.0,384.48047
5764,1071.4286,2010.8865,3698.8252,408.78577
5765,1181.4644,2304.7495,4379.2314,517.3135
5766,1316.1615,2913.823,4500.0,514.49176
5767,1071.4286,2190.3135,4500.0,483.03714
5768,1071.4286,2320.9875,4500.0,564.8378
5769,1226.3549,2846.5596,4500.0,438.13867
5770,1071.4286,2516.2683,3830.4336,519.23486
5771,1392.6436,2798.3875,4500.0,492.53427
5772,1071.4286,2539.9404,4500.0,753.18634
5773,3029.2021,3216.303,3941.37,136.09296
5774,1169.6832,2908.227,4500.0,524.6624
5775,1071.4286,2458.7676,4500.0,545.11145
5776,1071.4286,1842.9027,4121.0757,384.7973
5777,1186.9594,2440.512,4500.0,581.9477
5778,2628.5835,3146.8464,3980.4407,189.15912
5779,1170.2595,2127.7212,3697.846,370.8709
5780,1703.1501,2986.822,4500.0,484.24338
5781,1290.9401,2450.0403,4500.0,436.95395
5782,1269.8723,2699.26,4500.0,518.4132
5783,1071.4286,2433.1414,4500.0,531.30493
5784,1249.5675,2242.6558,3906.4634,440.30215
5785,1071.4286,2463.001,4500.0,560.6329
5786,1103.8751,2516.6907,4113.6216,470.82135
5787,1142.9674,2217.07,4500.0,428.96777
5788,1273.0605,2454.683,4500.0,600.2801
5789,1353.8695,2606.6433,4270.4653,368.26312
5790,2385.371,3217.3347,4300.057,300.3419
5791,1461.8376,2230.7524,3346.6633,401.74722
5792,1446.2189,2393.8848,3951.6016,374.84644
5793,1753.166,2305.4873,3716.908,262.46478
5794,1148.2986,2675.0388,4472.603,506.63803
5795,1071.4286,2537.812,3852.662,438.61694
5796,1168.7095,2672.037,4500.0,508.53992
5797,1071.4286,2581.4949,4500.0,552.57477
5798,1481.2211,2450.1025,4050.5898,442.84244
5799,1071.4286,2426.1208,4500.0,686.5322
5800,1186.8314,2436.8413,4461.618,542.2556
5801,1441.2295,2365.2117,4330.4385,360.5626
5802,1071.4286,2519.9316,4500.0,620.04675
5803,1122.4736,2520.2876,4500.0,638.97314
5804,1103.7905,2034.1016,4324.936,437.43127
5805,1071.4286,2422.507,4500.0,621.1716
5806,1089.2192,2209.6516,3921.7292,487.79028
5807,1071.4286,2954.0747,4500.0,723.27234
5808,1071.4286,2514.3591,4500.0,460.41287
5809,1071.4286,2008.7397,4500.0,377.14188
5810,1078.5491,2498.6587,4395.945,425.9896
5811,1202.6033,2269.5657,4199.7246,398.95157
5812,1524.9894,3201.8154,4500.0,509.17493
5813,2212.6272,3178.337,4500.0,347.61255
5814,1117.3027,2820.4893,4500.0,645.4591
5815,1071.4286,2445.7002,4500.0,578.3608
5816,1720.7548,2669.535,3851.552,439.12695
5817,1309.9985,2534.5413,4500.0,626.5264
5818,1090.717,2323.6133,4367.3784,316.7105
5819,1071.4286,2512.4585,4500.0,575.73413
5820,1116.3131,3019.48,4500.0,636.4147
5821,1465.8842,2787.5923,4500.0,523.03406
5822,1414.6558,2371.9055,4090.991,437.4361
5823,1071.4286,2331.6094,4500.0,603.18713
5824,1071.4286,2647.1038,4500.0,612.9518
5825,1071.4286,2671.3193,4500.0,527.89923
5826,1713.9337,2809.6704,4295.387,330.71304
5827,1654.9865,2731.3298,4500.0,480.40567
5828,1685.3501,2473.0603,4471.224,425.2923
5829,1562.0947,2480.4666,4048.2302,338.65198
5830,1219.2585,2745.528,4500.0,500.1952
5831,1269.8905,2717.999,4500.0,560.33496
5832,1716.4723,2607.0542,4369.2754,355.95264
5833,1071.4286,2807.6008,4500.0,729.88544
5834,1365.7529,2792.7725,4500.0,588.90045
5835,1209.9073,1992.1128,3602.8462,344.75623
5836,1520.8866,2725.3867,4500.0,500.42065
5837,1071.4286,2485.9338,4500.0,570.8882
5838,1390.6613,2571.0796,4394.579,451.2595
5839,1573.6853,2719.7551,4500.0,392.14178
5840,1945.4935,2406.683,3697.7136,289.28226
5841,1853.4355,2906.4849,4500.0,375.02502
5842,1071.4286,2194.9485,4500.0,461.5151
5843,1587.7781,2972.087,4500.0,425.34128
5844,1302.9636,2709.5444,4083.3882,477.78702
5845,1071.4286,2102.6846,3970.986,483.59903
5846,1071.4286,2425.86,4500.0,470.95834
5847,2238.993,3047.3953,4023.8784,233.95436
5848,1071.4286,2294.3506,4500.0,539.7305
5849,1071.4286,2508.3591,4058.148,488.4087
5850,1071.4286,2186.042,4500.0,555.37866
5851,1322.1095,2541.4712,4383.3584,449.15155
5852,1698.5643,2671.9248,4254.736,352.01672
5853,1300.2313,3140.4404,4500.0,638.0078
5854,1071.4286,2066.558,4500.0,438.4791
5855,1071.4286,2378.718,4500.0,551.74646
5856,1071.4286,2085.8267,4500.0,523.42334
5857,1574.8124,2725.853,3824.6973,364.891
5858,1164.5155,2355.3428,4295.8335,378.4534
5859,1254.1783,2496.6648,4485.387,342.76883
5860,1071.4286,1986.2908,3915.1223,516.39435
5861,1071.4286,2128.013,3852.8584,390.99384
5862,1485.0958,2785.8645,4500.0,502.31757
5863,1071.4286,2768.9255,4500.0,554.78424
5864,1374.536,2430.978,4164.471,368.2782
5865,1071.4286,2544.3308,4500.0,565.5409
5866,1119.8152,2410.3289,4500.0,597.57086
5867,1071.4286,2347.9531,4500.0,629.05927
5868,1417.573,2803.8767,4500.0,507.6954
5869,1071.4286,2584.8906,4500.0,587.6456
5870,1071.4286,2428.4941,4500.0,567.16565
5871,1350.528,2243.1082,3870.0913,364.44675
5872,1597.9838,2705.6711,4500.0,425.8166
5873,1460.5785,3003.8523,4500.0,566.3007
5874,1136.5153,2522.574,4500.0,475.67978
5875,1071.4286,2253.0215,4500.0,445.24768
5876,1130.4882,2712.5771,4500.0,634.76324
5877,1171.9263,2438.5571,3735.2346,321.77997
5878,1071.4286,2546.4062,4500.0,558.0038
5879,1071.4286,2519.252,4500.0,634.72656
5880,1089.9651,1963.964,3602.21,335.0829
5881,1137.6504,2541.2341,4500.0,458.65118
5882,1082.17,2544.367,4500.0,507.26047
5883,1071.4286,2806.0427,4500.0,443.8388
5884,1071.4286,2295.375,4500.0,577.72174
5885,1669.7915,2631.5278,4390.078,459.61676
5886,1619.8132,2995.7188,4500.0,380.59976
5887,1093.6388,2425.839,4500.0,569.057
5888,1710.166,2464.1072,4500.0,463.80252
5889,1071.4286,2080.0745,4054.309,404.66293
5890,1071.4286,2542.8657,4500.0,572.47784
5891,1133.1444,2219.6365,4500.0,585.01373
5892,1622.4015,2372.475,3879.3752,314.83734
5893,1071.4286,2183.5383,4263.124,429.63013
5894,1357.7631,2646.755,4500.0,407.94928
5895,1830.5548,2981.1252,4500.0,410.7275
5896,1415.0549,2862.874,4500.0,425.21344
5897,1071.4286,2089.5027,4500.0,530.4282
5898,1460.8754,2828.6143,4500.0,511.14325
5899,1071.4286,3140.1357,4500.0,671.2504
5900,1113.8657,2550.863,4500.0,604.9422
5901,1216.0254,2158.8792,3633.6187,411.1606
5902,1071.4286,2535.7603,4500.0,581.8429
5903,1735.5203,2565.2698,4453.3896,397.58203
5904,1610.8765,3021.3635,4500.0,487.5945
5905,1726.1251,1995.0542,3300.0154,247.17068
5906,1071.4286,2472.9373,4500.0,599.7621
5907,1071.4286,2234.0237,4500.0,515.18536
5908,1071.4286,2452.0244,4500.0,605.4358
5909,1199.3757,2415.5232,4217.721,478.97778
5910,1274.2847,2536.3743,4401.5093,531.9929
5911,1191.3276,2545.5208,4500.0,445.39493
5912,1123.9896,2017.8875,3458.189,293.70578
5913,1072.7023,2407.164,4500.0,465.12366
5914,1220.9517,2501.9854,4500.0,593.30115
5915,1071.4286,2348.3894,4493.4453,520.769
5916,1071.4286,2009.3313,3540.0273,377.5007
5917,1224.0938,2402.8076,4500.0,487.43466
5918,1174.2522,2270.1694,4500.0,615.6097
5919,1246.4893,2522.3997,4269.3784,478.31525
5920,1071.4286,2377.163,4500.0,709.242
5921,1071.4286,2290.9497,4500.0,621.15125
5922,2021.2875,3109.1228,4500.0,378.85248
5923,1229.5474,2408.2224,4438.389,386.11008
5924,1484.8885,2580.6458,4500.0,472.16565
5925,1173.5347,3067.1255,4500.0,433.698
5926,1686.2825,3099.5503,4500.0,349.35547
5927,1968.0786,3168.7827,4500.0,412.3539
5928,1071.4286,2456.388,4500.0,631.8973
5929,1071.4286,2180.0056,3735.7163,328.2835
5930,1853.0482,2983.3413,4500.0,418.57553
5931,1071.4286,2515.226,3971.0652,408.86554
5932,1071.4286,2199.7344,4481.8286,459.49304
5933,1128.3662,2871.5117,4500.0,567.9821
5934,1096.2748,2501.5947,4500.0,524.523
5935,1071.4286,2570.4985,4500.0,459.549
5936,1576.4601,2380.0767,3870.394,299.56476
5937,1756.976,2613.426,4500.0,462.7077
5938,1591.7604,2718.5964,4399.9155,415.0884
5939,1451.5879,2814.4495,4500.0,400.7823
5940,1381.1901,2354.8115,4500.0,437.8409
5941,1071.4286,2632.1128,4500.0,501.3374
5942,1071.4286,2531.0032,4454.5205,497.40576
5943,1365.4293,2674.4707,4500.0,696.96564
5944,1598.6917,2808.0862,4500.0,380.6695
5945,1071.4286,2644.5312,4500.0,614.60876
5946,1071.4286,2364.7297,3860.0483,520.67883
5947,1283.2911,2506.806,4500.0,449.27408
5948,1184.2505,2500.8403,4500.0,532.29156
5949,1473.0267,2647.066,4500.0,471.0815
5950,1232.9404,2467.1025,4500.0,453.81137
5951,1071.4286,2689.6233,4500.0,584.2156
5952,1329.1691,2537.293,4500.0,499.12073
5953,1185.498,2448.4917,3916.0325,383.11432
5954,1071.4286,2119.4573,3825.2446,407.9227
5955,1391.816,2602.8186,4219.5127,354.28323
5956,1071.4286,2937.2964,4500.0,931.2828
5957,1071.4286,2601.3677,4500.0,552.6006
5958,1333.5676,2724.6128,4500.0,459.65826
5959,1390.5642,2876.3748,4500.0,405.22372
5960,1071.4286,2426.1785,4500.0,501.9081
5961,1377.0491,2423.9854,4500.0,553.1419
5962,1071.4286,2509.474,4500.0,588.33594
5963,1626.7505,2785.971,4211.4346,399.22067
5964,1147.3038,2747.0386,4500.0,497.12225
5965,1071.4286,2408.2131,4500.0,477.9644
5966,1071.4286,2395.064,4214.228,524.84717
5967,1071.4286,2200.519,4214.436,519.06067
5968,2075.9417,2427.657,3556.761,221.48723
5969,1082.7745,2388.7998,4480.1787,523.96674
5970,1071.4286,2764.9744,4500.0,435.5442
5971,1370.847,2543.6016,4382.596,507.9094
5972,1520.8625,2775.021,4500.0,393.39447
5973,1598.8293,2553.867,3933.667,332.50812
5974,1684.4575,2705.1938,4500.0,344.62827
5975,1071.4286,2699.9978,4500.0,472.77264
